12,542,541,254,546,235,217,834
51,52,53,261,296,834
52,53,261,296,834
53,261,296,834
93,51,52,53,261,296,834
95,218,217,834
96,95,218,217,834
142,225,12,542,541,254,546,235,217,834
143,142,225,12,542,541,254,546,235,217,834
158,296,834
159,158,296,834
215,216,217,834
216,217,834
217,834
218,217,834
224,261,296,834
225,12,542,541,254,546,235,217,834
235,217,834
236,235,217,834
237,236,235,217,834
254,546,235,217,834
261,296,834
296,834
362,627,546,235,217,834
371,52,53,261,296,834
541,254,546,235,217,834
542,541,254,546,235,217,834
546,235,217,834
613,158,296,834
627,546,235,217,834
628,546,235,217,834
724,95,218,217,834
834
844,12,542,541,254,546,235,217,834
877,892,844,12,542,541,254,546,235,217,834
892,844,12,542,541,254,546,235,217,834
1011,627,546,235,217,834
1012,1011,627,546,235,217,834
1013,215,216,217,834
