inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.681692664837349582e+00,3.681692664837349582e+00,3.681692664837349582e+00,3.681692664837349582e+00,3.681692664837349582e+00,3.681692664837349582e+00,3.681692664837349582e+00
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4.371731587528831398e+00,4.371731587528831398e+00
inf,inf,inf,inf,inf,inf,inf,inf,inf,2.683180227471565704e+00,2.673027022190407997e+00,2.673027022190407997e+00,2.673027022190407997e+00,2.673027022190407997e+00,2.673027022190407997e+00,2.673027022190407997e+00,2.673027022190407997e+00,2.673027022190407997e+00,2.673027022190407997e+00,2.673027022190407997e+00,2.673027022190407997e+00,2.673027022190407997e+00
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,5.456055386542590924e+00,5.060906804263103353e+00,5.060906804263103353e+00
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,5.645188350035790670e+00,5.250039767756303100e+00
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.888854092102123072e+00,2.878700886820965366e+00,2.878700886820965366e+00,2.878700886820965366e+00,2.878700886820965366e+00,2.878700886820965366e+00,2.878700886820965366e+00,2.878700886820965366e+00,2.878700886820965366e+00,2.878700886820965366e+00,2.878700886820965366e+00
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.617606925554759822e+00,2.617606925554759822e+00,2.617606925554759822e+00,2.617606925554759822e+00,2.617606925554759822e+00,2.617606925554759822e+00,2.617606925554759822e+00,2.617606925554759822e+00,2.617606925554759822e+00,2.617606925554759822e+00
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4.259288256581563736e+00,4.259288256581563736e+00,4.259288256581563736e+00,4.259288256581563736e+00,4.259288256581563736e+00,4.259288256581563736e+00,4.259288256581563736e+00,4.259288256581563736e+00,4.259288256581563736e+00,4.259288256581563736e+00
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,1.548071760916248873e+00,1.537918555635090945e+00,1.537918555635090945e+00,1.537918555635090945e+00,1.537918555635090945e+00,1.537918555635090945e+00,1.537918555635090945e+00,1.537918555635090945e+00,1.537918555635090945e+00,1.537918555635090945e+00,1.537918555635090945e+00,1.537918555635090945e+00,1.537918555635090945e+00
inf,inf,inf,inf,inf,inf,inf,inf,1.459874333890081699e+00,1.449721128608923770e+00,1.449721128608923770e+00,1.449721128608923770e+00,1.449721128608923770e+00,1.449721128608923770e+00,1.449721128608923770e+00,1.449721128608923770e+00,1.449721128608923770e+00,1.449721128608923770e+00,1.449721128608923770e+00,1.449721128608923770e+00,1.449721128608923770e+00,1.449721128608923770e+00
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,6.795147588085579393e+00,6.555596566054243901e+00,6.555596566054243901e+00,6.555596566054243901e+00,6.555596566054243901e+00,6.555596566054243901e+00,6.555596566054243901e+00,6.555596566054243901e+00
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,6.133169788435536063e+00,4.991089537103316154e+00,4.219278165513402179e+00,4.218849419390758193e+00,4.218849419390758193e+00,4.218849419390758193e+00,4.218849419390758193e+00,4.218849419390758193e+00,4.218849419390758193e+00,4.218849419390758193e+00
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,7.687635458919907627e+00,5.993858367135924681e+00,5.222046995546011594e+00,5.221618249423367608e+00,5.221618249423367608e+00,5.221618249423367608e+00,5.221618249423367608e+00,5.221618249423367608e+00,5.221618249423367608e+00,5.221618249423367608e+00
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,1.886035552374135005e+00,1.886035552374135005e+00,1.886035552374135005e+00,1.886035552374135005e+00,1.886035552374135005e+00,1.886035552374135005e+00,1.886035552374135005e+00,1.886035552374135005e+00,1.886035552374135005e+00,1.886035552374135005e+00,1.886035552374135005e+00,1.886035552374135005e+00,1.886035552374135005e+00,1.886035552374135005e+00
inf,inf,inf,inf,inf,1.444302771812614239e+00,1.444302771812614239e+00,1.444302771812614239e+00,1.444302771812614239e+00,1.444302771812614239e+00,1.444302771812614239e+00,1.444302771812614239e+00,1.444302771812614239e+00,1.444302771812614239e+00,1.444302771812614239e+00,1.444302771812614239e+00,1.444302771812614239e+00,1.444302771812614239e+00,1.444302771812614239e+00,1.444302771812614239e+00,1.444302771812614239e+00,1.444302771812614239e+00
inf,inf,inf,inf,inf,inf,inf,inf,1.532456702855324870e+00,1.522303497574166942e+00,1.522303497574166942e+00,1.522303497574166942e+00,1.522303497574166942e+00,1.522303497574166942e+00,1.522303497574166942e+00,1.522303497574166942e+00,1.522303497574166942e+00,1.522303497574166942e+00,1.522303497574166942e+00,1.522303497574166942e+00,1.522303497574166942e+00,1.522303497574166942e+00
inf,inf,inf,inf,inf,inf,1.249714169251570750e+00,1.239560963970412821e+00,1.239560963970412821e+00,1.239560963970412821e+00,1.239560963970412821e+00,1.239560963970412821e+00,1.239560963970412821e+00,1.239560963970412821e+00,1.239560963970412821e+00,1.239560963970412821e+00,1.239560963970412821e+00,1.239560963970412821e+00,1.239560963970412821e+00,1.239560963970412821e+00,1.239560963970412821e+00,1.239560963970412821e+00
inf,inf,inf,inf,inf,inf,1.127900560725364043e+00,1.127900560725364043e+00,1.127900560725364043e+00,1.127900560725364043e+00,1.125054680664916873e+00,1.125054680664916873e+00,1.125054680664916873e+00,1.125054680664916873e+00,1.125054680664916873e+00,1.125054680664916873e+00,1.125054680664916873e+00,1.125054680664916873e+00,1.125054680664916873e+00,1.125054680664916873e+00,1.125054680664916873e+00,1.125054680664916873e+00
inf,inf,inf,inf,inf,7.087297681539808103e-01,7.087297681539808103e-01,7.087297681539808103e-01,7.087297681539808103e-01,7.087297681539808103e-01,7.087297681539808103e-01,7.087297681539808103e-01,7.087297681539808103e-01,7.087297681539808103e-01,7.087297681539808103e-01,7.087297681539808103e-01,7.087297681539808103e-01,7.087297681539808103e-01,7.087297681539808103e-01,7.087297681539808103e-01,7.087297681539808103e-01,7.087297681539808103e-01
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,5.545974011771255263e+00,5.545974011771255263e+00,5.545974011771255263e+00,5.545974011771255263e+00,5.545974011771255263e+00
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,1.670736647975821221e+00,1.670736647975821221e+00,1.670736647975821221e+00,1.583079813886900222e+00,1.583079813886900222e+00,1.583079813886900222e+00,1.583079813886900222e+00,1.580233933826453052e+00,1.580233933826453052e+00,1.580233933826453052e+00,1.580233933826453052e+00,1.580233933826453052e+00,1.580233933826453052e+00
inf,inf,inf,inf,1.951024765370237501e+00,1.711473743338900677e+00,1.711473743338900677e+00,1.711473743338900677e+00,1.711473743338900677e+00,1.711473743338900677e+00,1.711473743338900677e+00,1.711473743338900677e+00,1.711473743338900677e+00,1.711473743338900677e+00,1.711473743338900677e+00,1.711473743338900677e+00,1.711473743338900677e+00,1.711473743338900677e+00,1.711473743338900677e+00,1.711473743338900677e+00,1.711473743338900677e+00,1.711473743338900677e+00
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
