,0,1
0,3.6816926648373496,573.0
1,4.371731587528831,0.0
2,2.673027022190408,765.0
3,5.060906804263103,249.0
4,5.250039767756303,3.0
5,6.02300688976378,4.0
6,6.302586643999046,5.0
7,16.75991584148572,436.0
8,17.053544798377473,7.0
9,17.341786467032527,8.0
10,2.8787008868209654,2.0
11,2.61760692555476,725.0
12,7.699975890797741,542.0
13,4.259288256581564,483.0
14,16.069317684721227,125.0
15,1.537918555635091,16.0
16,1.4497211286089238,312.0
17,18.19062922532411,18.0
18,18.099119889843315,19.0
19,17.975286824942337,675.0
20,6.555596566054244,968.0
21,4.218849419390758,999.0
22,5.221618249423368,1014.0
23,7.6312273820886025,24.0
24,7.368374940348366,574.0
25,1.886035552374135,26.0
26,1.4443027718126142,403.0
27,1.522303497574167,28.0
28,1.2395609639704128,579.0
29,1.1250546806649169,285.0
30,0.7087297681539808,409.0
31,8.669240386144914,535.0
32,8.650704883480474,33.0
33,8.433212538773562,836.0
34,5.545974011771255,59.0
35,11.670978982740793,36.0
36,11.46193728624831,37.0
37,11.311932066730295,38.0
38,11.018054561361648,39.0
39,10.743594905750419,40.0
40,10.573047154617038,877.0
41,8.539752843394574,210.0
42,9.760983357193986,41.0
43,11.240051847212282,651.0
44,11.746767627057983,43.0
45,12.613741996739044,44.0
46,1.580233933826453,676.0
47,1.7114737433389007,496.0
48,14.290748280044538,49.0
49,14.178976029984886,50.0
50,13.906995645430683,559.0
51,4.8972811282112465,52.0
52,4.367885299848883,53.0
53,4.165386642010658,224.0
54,3.049186500835123,10.0
55,10.92263058736976,806.0
56,4.79541974866778,370.0
57,4.968279000636284,56.0
58,5.164203551260638,93.0
59,5.044689016145709,57.0
60,2.4291574703730214,61.0
61,2.2515882247673584,112.0
62,2.349329913306291,61.0
63,8.625477213075639,526.0
64,9.10522548317824,63.0
65,9.23309746082876,63.0
66,8.706342460033405,67.0
67,8.627832209894217,68.0
68,7.822858257774596,558.0
69,10.298742841803865,537.0
70,2.1899109202258806,71.0
71,2.0407321243935415,297.0
72,9.752501640419947,251.0
73,9.72616792929293,567.0
74,9.896964228903206,73.0
75,13.153346953789868,401.0
76,13.545519168058537,667.0
77,7.688008281635249,78.0
78,7.612934214189135,723.0
79,11.470046180307007,626.0
80,1.7662103316630875,945.0
81,1.979272299769347,80.0
82,9.620174431321086,65.0
83,9.228797572178477,357.0
84,1.8291179511651952,209.0
85,1.9840133619661178,84.0
86,2.087919052732045,85.0
