,0,1
0,3.9642860693549657,573.0
1,4.654324992046448,0.0
2,3.7892893004851658,765.0
3,6.183904746281715,249.0
4,6.3730377097749145,3.0
5,7.146004831782391,4.0
6,7.425584586017657,5.0
7,17.88291378350434,436.0
8,18.17654274039609,7.0
9,18.464784409051145,8.0
10,3.994963165115723,2.0
11,2.9002003300723764,725.0
12,8.384341694504094,542.0
13,5.382286198600174,483.0
14,17.192315626739838,125.0
15,2.654180833929849,16.0
16,2.565983406903682,312.0
17,19.313627167342716,18.0
18,19.222117831861922,19.0
19,19.098284766960944,675.0
20,7.678594508072854,968.0
21,4.501871570031019,999.0
22,5.504640400063628,1014.0
23,6.508229440069992,24.0
24,6.245376998329755,574.0
25,3.0090334943927464,26.0
26,2.5673007138312256,403.0
27,2.638565775868925,28.0
28,2.355823242265171,579.0
29,2.2227131054640896,285.0
30,1.8035423128927064,409.0
31,9.792238328163526,535.0
32,9.773702825499086,33.0
33,9.556210480792174,836.0
34,6.668971953789867,59.0
35,12.355344786447146,36.0
36,12.146303089954662,37.0
37,11.996297870436647,38.0
38,11.702420365068,39.0
39,11.427960709456771,40.0
40,11.25741295832339,877.0
41,8.926283007237728,210.0
42,10.14751352103714,41.0
43,11.08882252644556,651.0
44,11.59553830629126,43.0
45,12.462512675972324,44.0
46,2.476182842201543,576.0
47,2.834471685357512,496.0
48,14.97511408375089,49.0
49,14.863341833691239,50.0
50,14.591361449137036,559.0
51,5.581646931917601,52.0
52,5.052251103555237,53.0
53,4.849752445717012,224.0
54,4.16544877912988,10.0
55,12.045628529388372,806.0
56,5.9184176906863915,370.0
57,6.091276942654895,56.0
58,5.848569354966992,93.0
59,6.16768695816432,57.0
60,1.3061595283544103,61.0
61,1.1285902827487473,112.0
62,1.22633197128768,61.0
63,9.748475155094248,526.0
64,10.228223425196848,63.0
65,10.35609540284737,63.0
66,9.829340402052015,67.0
67,9.750830151912828,68.0
68,8.945856199793207,558.0
69,11.421740783822477,537.0
70,3.312908862244492,71.0
71,3.163730066412153,297.0
72,10.4368674441263,251.0
73,10.410533732999284,567.0
74,10.581330032609559,73.0
75,14.27634489580848,401.0
76,14.668517110077147,667.0
77,8.372374085341605,78.0
78,8.29730001789549,723.0
79,12.593044122325619,626.0
80,2.0734411039529146,945.0
81,2.286503072059174,80.0
82,10.743172373339695,65.0
83,10.35179551419709,357.0
84,2.111711355682812,209.0
85,2.2666067664837346,84.0
86,2.3705124572496614,85.0
87,2.4794139724011766,86.0
88,3.662069762586494,160.0
89,5.2611126024019725,90.0
90,4.8563265529308834,852.0
91,4.584346168376681,770.0
92,4.545013371908057,841.0
93,5.645666805853813,51.0
94,6.779296408971606,23.0
95,6.289345223892468,218.0
96,6.4811376560884435,95.0
97,10.22922383281635,531.0
98,10.561526932712955,965.0
99,6.5504578262944415,110.0
100,6.688905541636842,99.0
101,10.866539409846496,117.0
102,6.092488616479758,103.0
103,5.70864898989899,848.0
104,5.985786755348763,103.0
105,5.958937306132188,322.0
106,5.9835995287520864,195.0
107,6.367128469736736,106.0
108,6.352662948381452,90.0
109,6.0804588701980435,773.0
110,6.032675425514993,399.0
111,3.1520545017100132,146.0
112,0.0,inf
113,1.266112155014714,61.0
114,3.0303154577268754,115.0
115,2.4446171856358867,870.0
116,2.6151897916169573,115.0
117,10.714222689493358,738.0
118,15.083816760120891,411.0
119,15.169180734510457,118.0
120,7.250072079058298,669.0
121,7.633445677244888,107.0
122,7.610641354489779,734.0
123,8.032049083353217,967.0
124,16.883276664280604,130.0
125,17.063940338423606,130.0
126,15.9954615048119,214.0
127,16.18352570985445,126.0
128,16.495783375089477,127.0
129,16.48060327686312,324.0
130,16.70589383003261,129.0
131,12.897776982422652,55.0
132,13.146797701423687,131.0
133,13.410706474190727,132.0
134,8.178848027519287,135.0
135,7.986713841167581,136.0
136,7.794766066173546,137.0
137,6.824426598663803,138.0
138,6.056797055197645,139.0
139,5.6729574286168765,13.0
140,16.45199534717251,375.0
141,17.23407798457011,407.0
142,7.9185804899387575,225.0
143,8.07842201542989,142.0
144,3.2297507555873692,761.0
145,3.342983227948779,146.0
146,2.8931353396166384,260.0
147,10.903728475701898,98.0
148,12.357115694345023,147.0
149,12.029777350274397,561.0
150,11.332518094329117,843.0
151,11.802106945438638,150.0
152,12.074180535671676,151.0
153,2.9652268253400136,154.0
154,2.8406356875845056,15.0
155,2.805522001511174,16.0
156,2.9077002803626812,157.0
157,2.759633738964447,579.0
158,4.13141006521912,159.0
159,3.490179849677881,160.0
160,2.787011353694424,663.0
161,12.078865674461147,162.0
162,11.352153424003818,750.0
163,8.6476850194862,212.0
164,8.801300405631114,163.0
165,9.015337926509186,164.0
166,9.081116280919431,165.0
167,9.327775789389964,166.0
168,9.475773979957053,167.0
169,6.1742921339378025,630.0
170,6.557323977968663,631.0
171,7.197466793923487,632.0
172,8.206983715103792,417.0
173,8.568969716853573,172.0
174,8.964745884037221,673.0
175,9.188389803547283,174.0
176,9.358862990137595,175.0
177,5.393887198759246,831.0
178,5.681625556748588,177.0
179,4.934780879662769,488.0
180,8.967809244014953,753.0
181,9.10755562514913,180.0
182,9.428338503141655,181.0
183,9.609194802354253,182.0
184,9.683181470213952,183.0
185,9.99556962339935,184.0
186,10.143542959118749,185.0
187,10.307957776584747,186.0
188,10.406606667064345,187.0
189,10.464151853177444,188.0
190,4.8510262566610995,301.0
191,4.309488835202417,310.0
192,4.576740584983694,191.0
193,4.700088980354727,192.0
194,4.832093076433626,193.0
195,5.251624264296507,194.0
196,17.384021066968902,129.0
197,2.70714651435616,231.0
198,4.3187161974071415,199.0
199,4.084310128847529,556.0
200,13.520906655134015,347.0
201,12.829562852938835,234.0
202,13.668065994591583,201.0
203,14.740552672393221,837.0
204,7.276604628966834,215.0
205,7.353909418993081,204.0
206,7.419874184760996,205.0
207,7.527191203372306,206.0
208,7.343327467589278,475.0
209,1.4295514197088999,228.0
210,8.496872017418275,121.0
211,8.482182802433787,122.0
212,8.209674252366181,781.0
213,12.734145092658872,162.0
214,15.09812693867812,511.0
215,6.299069683050982,52.0
216,6.329883480474031,217.0
217,5.551883251809432,834.0
218,5.903542064344229,217.0
219,19.434403085977888,17.0
220,1.086728505527718,255.0
221,1.0638123359580052,255.0
222,3.4353376282510135,144.0
223,3.5340175872902244,222.0
224,4.77371525292293,613.0
225,7.81163629404279,226.0
226,7.225571412948382,105.0
227,1.1957107989342242,228.0
228,0.9072640777857313,258.0
229,2.0550733715103795,435.0
230,2.1528523423208465,229.0
231,2.3268797721307566,1048.0
232,16.796545673268117,126.0
233,10.984836057424639,74.0
234,11.176939175216733,233.0
235,5.73289489382009,217.0
236,6.1165232541954975,235.0
237,6.27720363079615,236.0
238,3.4776281515946863,239.0
239,3.2856430943291173,240.0
240,3.136240604867573,241.0
241,2.9655561520718994,155.0
242,15.712507705002782,796.0
243,15.766393014793604,242.0
244,11.602423099101248,245.0
245,10.828449355762347,82.0
246,12.372823958084785,247.0
247,11.274823779129882,750.0
248,4.7173879543466155,668.0
249,5.0901982422651715,248.0
250,5.453215720194066,249.0
251,9.455548347649723,361.0
252,4.490780094249583,253.0
253,4.107418923486837,299.0
254,6.367277598822874,546.0
255,1.0046018750497097,256.0
256,0.8078446870277579,257.0
257,0.7027956732681142,112.0
258,0.8078384733158355,257.0
259,1.0050306211723534,228.0
260,2.6686090730136,275.0
261,4.8477764853256975,224.0
262,6.305997971844429,263.0
263,6.108085033404915,612.0
264,11.698362811182692,244.0
265,18.341560287918554,783.0
266,18.945682215859378,265.0
267,9.228008430764337,533.0
268,3.854620267637,269.0
269,3.762918307086614,851.0
270,8.676578779925237,211.0
271,8.892921587926509,270.0
272,10.593912799252365,67.0
273,2.1020614610673665,832.0
274,2.152535443012805,273.0
275,2.2451508192157794,274.0
276,10.689212499005807,277.0
277,10.23837663047801,278.0
278,9.907148502743977,319.0
279,5.850582597629841,860.0
280,5.994125556748587,279.0
281,3.320122981786367,282.0
282,3.1709441859540277,283.0
283,3.00045857193987,154.0
284,7.098935963970411,107.0
285,2.122610206394655,1035.0
286,2.051177374135051,287.0
287,1.9973417740396084,288.0
288,1.9452646544181975,289.0
289,1.891429054322755,290.0
290,1.816516543386622,291.0
291,1.7477245386940268,292.0
292,1.6426630975105383,293.0
293,1.5432250656167978,433.0
294,1.5953021852382088,293.0
295,1.649131571621729,294.0
296,4.400022617911397,158.0
297,2.9398500258490414,490.0
298,3.6069665652588876,282.0
299,3.918410234232085,1000.0
300,3.823110534478645,569.0
301,4.304934184363319,299.0
302,4.103143889684244,378.0
303,4.1853575121291655,302.0
304,4.2346881710808875,303.0
305,2.895030521752963,258.0
306,3.283580141970889,11.0
307,9.837032977411916,184.0
308,3.669190676449534,611.0
309,3.784809214189135,308.0
