,X,Y,node
301,-105.0047,39.762,301
302,-105.0236,39.7512,302
303,-105.0246,39.7512,303
304,-105.0252,39.7512,304
305,-104.9735,39.7678,305
306,-104.9948,39.7766,306
307,-104.885539999994,39.7649400005938,307
308,-104.9598,39.7507,308
309,-104.9584,39.7508,309
310,-104.957,39.751,310
311,-104.9932,39.7404,311
312,-104.992,39.7413,312
313,-104.898716666618,39.7580000001919,313
314,-104.89055,39.7580000000965,314
315,-104.88555,39.7579437512925,315
316,-104.884971427774,39.7480904763831,316
317,-104.890364998793,39.7523750003315,317
318,-104.8905,39.763,318
319,-104.8905,39.7673,319
320,-104.9406,39.7474,320
321,-104.9372,39.7474,321
322,-104.9338,39.7474,322
323,-104.8987,39.7474,323
324,-104.904686423764,39.6626198058705,324
325,-104.897533332444,39.6585222230798,325
326,-104.89419486498,39.6575538499489,326
327,-104.888131161403,39.6576705120194,327
328,-104.879669998336,39.6578000009609,328
329,-104.878460000046,39.6571200001132,329
330,-104.87675882371,39.658082354707,330
331,-104.875000000048,39.6585666666953,331
332,-104.874200000072,39.6590500000429,332
333,-104.873150000127,39.6596250000536,333
334,-104.872953961558,39.6622032023104,334
335,-104.865350000012,39.7633166671637,335
336,-104.8659,39.7644,336
337,-104.869,39.7645,337
338,-104.869,39.7653,338
339,-104.8776,39.7685000000429,339
340,-104.8856,39.7702,340
341,-105.0162,39.7275,341
342,-105.016633333317,39.7286666666762,342
343,-104.991950000036,39.7561500000107,343
344,-104.995778573718,39.7626428585537,344
345,-105.01553383692,39.7459020329841,345
346,-105.011845456181,39.7515181824061,346
347,-104.890700000822,39.7199833338195,347
348,-104.8905,39.7196,348
349,-104.9035,39.7093588235294,349
350,-104.9487,39.7446,350
351,-104.9522,39.7455,351
352,-104.954533333108,39.7459333336003,352
353,-104.9828,39.6984,353
354,-104.9821,39.6984,354
355,-104.981,39.6984,355
356,-104.9804,39.6984,356
357,-105.0184,39.7169,357
358,-104.859,39.7824,358
359,-104.8763,39.7824,359
360,-104.8658,39.7824,360
361,-104.9162,39.7281,361
362,-104.9405,39.7274000000429,362
363,-104.9349,39.7274,363
364,-104.9317,39.7801,364
365,-104.9316,39.791,365
366,-104.878,39.7197,366
367,-104.8818,39.7215,367
368,-104.9498,39.7777,368
369,-104.9416,39.7474,369
370,-104.9753,39.7273,370
371,-104.9666,39.7273,371
372,-104.8842,39.6663,372
373,-105.0015,39.6989,373
374,-105.0673,39.6678,374
375,-105.0673,39.6618,375
376,-104.925199999928,39.6747500000429,376
377,-105.0205,39.7512,377
378,-105.0227,39.7512,378
379,-104.8952,39.6294,379
380,-104.8947,39.6282,380
381,-104.89735,39.6317000000107,381
382,-104.8958,39.6302,382
383,-104.8966,39.6313,383
384,-104.9003,39.633,384
385,-104.9403,39.7147,385
386,-104.9005,39.7577,386
387,-104.9035,39.6975,387
388,-104.9035,39.6957,388
389,-104.9846,39.7075,389
390,-104.9798,39.7075,390
391,-104.9769,39.7075,391
392,-104.972333333205,39.7072333333715,392
393,-104.8745,39.7183,393
394,-104.875855555557,39.7188222223949,394
395,-104.8771,39.7193,395
396,-104.9688,39.6749,396
397,-104.9688,39.6604,397
398,-104.966,39.7658,398
399,-104.9428,39.7657,399
400,-104.9176,39.7656,400
401,-104.948174999566,39.6598500000724,401
402,-104.9463,39.6579,402
403,-104.99966398726,39.7422800019868,403
404,-104.9119,39.6427,404
405,-104.912849999964,39.6442500000107,405
406,-104.912733333349,39.6456333333429,406
407,-105.0787,39.6677,407
408,-105.0815,39.6677,408
409,-104.9889,39.7464,409
410,-104.9915,39.7484,410
411,-105.0351,39.6619,411
412,-105.0434,39.6592,412
413,-104.9753,39.7337,413
414,-105.0251,39.7198,414
415,-105.0325,39.7197,415
416,-105.040200051706,39.7182490287655,416
417,-105.0393,39.7802,417
418,-104.9594,39.6676,418
419,-105.0158,39.7874,419
420,-105.0252,39.7875,420
421,-105.0481,39.7004,421
422,-105.0532,39.6969,422
423,-104.987749999782,39.7473000000965,423
424,-104.9894,39.7487,424
425,-104.9903,39.7493,425
426,-104.965,39.6847,426
427,-104.9652,39.6748,427
428,-105.0039,39.7455,428
429,-105.0176,39.7512,429
430,-105.0184,39.7512,430
431,-105.0193,39.7512000000429,431
432,-104.9932,39.7497,432
433,-104.9941,39.7504,433
434,-104.9967,39.7524,434
435,-104.9985,39.7538,435
436,-104.8871,39.6619,436
437,-104.898876359538,39.6991890911601,437
438,-104.897162500978,39.7035000004926,438
439,-104.895650000091,39.7039250001394,439
440,-104.891886491008,39.7044919011472,440
441,-104.887324998827,39.7035625008122,441
442,-104.885324998747,39.7029750013876,442
443,-104.8835,39.7025,443
444,-104.8827,39.7023,444
445,-104.8821,39.7022,445
446,-104.880058612843,39.7008862104534,446
447,-104.876988888889,39.7004000011098,447
448,-104.874456522409,39.7004565244386,448
449,-104.869485724397,39.7020071452581,449
450,-104.8676,39.7036,450
451,-104.866600000652,39.7039000004718,451
452,-104.855081821262,39.6533409109955,452
453,-104.857877136237,39.6549942865524,453
454,-104.883149999783,39.6663000000965,454
455,-104.887480936831,39.6689523890531,455
456,-104.890845454791,39.6708727273301,456
457,-104.893199987655,39.6736574489891,457
458,-104.897878154906,39.6807254611381,458
459,-104.9006,39.6834,459
460,-104.903495646828,39.6852000027128,460
461,-104.905546153192,39.6865384619714,461
462,-104.907729999678,39.687660000292,462
463,-104.9141,39.6913,463
464,-104.9212,39.6954,464
465,-104.923123073345,39.6972307709671,465
466,-104.925344442861,39.6990666670299,466
467,-104.926399999903,39.7004000000286,467
468,-104.927049999964,39.7012500000107,468
469,-104.927633332802,39.7020000001239,469
470,-104.928349999783,39.7026000000965,470
471,-104.929933331865,39.7034600009988,471
472,-104.931788888372,39.7042111115347,472
473,-104.938660501023,39.706409224016,473
474,-104.946486657309,39.7106433366238,474
475,-104.959508332909,39.7177916667414,475
476,-104.9606,39.7181000000858,476
477,-104.962333333333,39.7181000001811,477
478,-104.96435,39.7181000000965,478
479,-104.96655,39.7181000002252,479
480,-104.9677,39.7181,480
481,-104.9691,39.7181000000429,481
482,-104.97112,39.7181000004787,482
483,-104.980062499284,39.7214500003318,483
484,-104.981646665151,39.7224600007313,484
485,-104.983524999438,39.7237500002011,485
486,-104.984649999964,39.7248500000107,486
487,-104.986055550694,39.7261666684503,487
488,-104.990568486576,39.7297500087921,488
489,-104.993936362258,39.7340363639271,489
490,-104.996985713311,39.7382000002136,490
491,-105.000540000023,39.7453400000275,491
492,-105.001299992917,39.7478640014827,492
493,-105.003366666763,39.7500000000667,493
494,-105.005231243404,39.7513187525619,494
495,-105.0069,39.7526,495
496,-105.007649999383,39.7532000002252,496
497,-105.010086667509,39.7539000003253,497
498,-104.9404,39.65325,498
499,-104.935085571876,39.6591598356349,499
500,-104.927733331653,39.6602166694537,500
501,-104.925619999919,39.6596200002298,501
502,-104.923270592854,39.6603176479883,502
503,-104.922150000036,39.6627000000107,503
504,-104.920872980226,39.6642973031071,504
505,-104.919874999647,39.6662750000509,505
506,-104.922016661838,39.6682833356262,506
507,-104.925388883386,39.6697666700537,507
508,-104.927322226097,39.6722962970755,508
509,-104.9256,39.6744,509
510,-104.924550000036,39.6750500000107,510
511,-104.922573332539,39.6758066676013,511
512,-104.918894269379,39.6738257247952,512
513,-104.915124999086,39.6714750002332,513
514,-104.9142,39.6704,514
515,-104.9135,39.6698,515
516,-104.91265,39.6691000000107,516
517,-104.911599999904,39.6678000000286,517
518,-104.910627270662,39.6667000004997,518
519,-104.9943,39.7543,519
520,-104.9974,39.757,520
521,-104.9984,39.7579,521
522,-104.9438,39.7162,522
523,-104.9438,39.7147,523
524,-104.9438,39.7093,524
525,-104.9871,39.7599,525
526,-104.999149999447,39.7080875000643,526
527,-104.9992,39.7062,527
528,-104.998134612629,39.7048076942343,528
529,-104.99925,39.7040000000107,529
530,-104.9992,39.7022,530
531,-104.9992,39.6931,531
532,-104.969,39.7039,532
533,-104.9828,39.6967,533
534,-104.9828,39.693,534
535,-104.9828,39.6894,535
536,-104.9828,39.6876,536
537,-104.9829,39.6749,537
538,-104.9829,39.6713,538
539,-104.9849,39.7385,539
540,-104.98485,39.7398000000107,540
541,-104.935,39.7347,541
542,-104.9338,39.7347,542
543,-104.9351,39.7162,543
544,-104.8852,39.6314,544
545,-104.8853,39.6241,545
546,-104.944,39.7351,546
547,-105.0042,39.7802,547
548,-105.0205,39.7656,548
549,-105.0205,39.772,549
550,-105.0205,39.7802,550
551,-104.9083,39.6614,551
552,-104.909025000054,39.659150000008,552
553,-104.9099,39.6578,553
554,-104.9769,39.7183,554
555,-104.956649999891,39.7450500000965,555
556,-104.957024999673,39.7446000002011,556
557,-104.9762,39.7475,557
558,-105.0397,39.7166,558
559,-104.9082,39.6966,559
560,-105.02975,39.6822000000107,560
561,-105.0298,39.7003,561
562,-105.03,39.7182,562
563,-104.9097,39.6894,563
564,-104.9373,39.6821,564
565,-104.9363,39.7147,565
566,-104.9351,39.7147,566
567,-104.9316,39.7147,567
568,-104.905463635985,39.6473454546411,568
569,-105.0006,39.7668,569
570,-104.890250000145,39.7681000000107,570
571,-105.0325,39.72555,571
572,-105.0323,39.7293000001716,572
573,-104.989566666667,39.7765000000667,573
574,-104.9541,39.7819,574
575,-104.9973,39.7547,575
576,-104.9849,39.7417,576
577,-104.9849,39.7462,577
578,-104.9849,39.7475,578
579,-104.9937,39.7427,579
580,-104.879749999782,39.7473000000965,580
581,-104.9063,39.66785,581
582,-104.910349999783,39.6731000000965,582
583,-104.9112,39.6748,583
584,-104.9176,39.7074,584
585,-104.9174,39.7054,585
586,-104.9177,39.7044,586
587,-104.9178,39.7032,587
588,-104.9178,39.701,588
589,-104.917699999288,39.6946500003931,589
590,-105.045584217939,39.6848403592085,590
591,-105.038196001343,39.685065028302,591
592,-105.032485714478,39.6848214294711,592
593,-105.030866668026,39.6859000001715,593
594,-105.027597729883,39.6866931888054,594
595,-105.0246,39.6866,595
596,-105.0123,39.6887000000286,596
597,-105.010089750906,39.6891769259201,597
598,-105.006750001874,39.6902041685143,598
599,-105.003615255844,39.6922491601105,599
600,-105.003864302208,39.6665833396995,600
601,-105.020462906511,39.6702505934929,601
602,-105.0217,39.733,602
603,-105.0217,39.7339,603
604,-104.9769,39.6929,604
605,-104.9687,39.693,605
606,-105.0298,39.6712,606
607,-105.0174,39.7339,607
608,-105.0298,39.6814,608
609,-105.0298,39.6791,609
610,-105.0298,39.6782,610
611,-104.9622,39.7507,611
612,-104.9922,39.7148,612
613,-104.9669,39.7334,613
614,-104.9982,39.773,614
615,-105.0018,39.773,615
616,-105.0298,39.6729,616
617,-105.0349,39.6723,617
618,-104.9057,39.6604,618
619,-105.0347,39.6577,619
620,-105.0337,39.6572,620
621,-105.032799999952,39.6568333333619,621
622,-105.0321,39.6559,622
623,-104.9689,39.7904,623
624,-105.004489472458,39.6611000001755,624
625,-105.0158,39.6605,625
626,-104.9373,39.6966,626
627,-104.944,39.7272,627
628,-104.9442,39.7438,628
629,-105.0393,39.7476,629
630,-105.0393,39.7549,630
631,-105.0393,39.7585,631
632,-105.0393,39.7658,632
633,-104.89039999942,39.7057333336193,633
634,-105.0275,39.7293,634
635,-105.0315,39.7293,635
636,-105.0299,39.6677,636
637,-105.0396,39.7230000000429,637
638,-105.0441,39.6625,638
639,-105.05965,39.6617000000107,639
640,-105.0515,39.7549,640
641,-105.0532,39.7548,641
642,-105.0275,39.7329,642
643,-105.028452731961,39.7350945541354,643
644,-104.9852,39.6713,644
645,-105.0395,39.72555,645
646,-104.9349,39.7256,646
647,-104.8824,39.7221,647
648,-104.877847618167,39.7825571435749,648
649,-104.880619999733,39.7850800000584,649
650,-104.8828,39.7809,650
651,-104.8829,39.7762,651
652,-104.9111,39.6275,652
653,-104.909,39.6277,653
654,-104.907,39.6282,654
655,-104.8998,39.6281,655
656,-104.8981,39.6284,656
657,-104.8923,39.6313,657
658,-104.8891,39.6323,658
659,-104.886133333333,39.6314000000667,659
660,-104.9936,39.773,660
661,-104.9836,39.7338,661
662,-104.9965,39.7337,662
663,-104.9709,39.7482,663
664,-105.0344,39.6786,664
665,-105.035,39.6677,665
666,-105.034949999964,39.6659500000107,666
667,-105.0345,39.6653,667
668,-105.0104,39.7369,668
669,-104.9175,39.7511,669
670,-105.0299,39.7875,670
671,-105.0314,39.7875,671
672,-105.0322,39.7875,672
673,-105.0346,39.7874,673
674,-105.0251,39.7203,674
675,-104.8939,39.6434,675
676,-104.98895,39.7409000000107,676
677,-105.0099,39.757,677
678,-104.981,39.7552,678
679,-104.9735,39.6605,679
680,-104.905494732974,39.6688789480973,680
681,-104.907397555779,39.6726853662396,681
682,-104.907560004588,39.6767628599515,682
683,-104.905533332915,39.6764333334572,683
684,-104.904266665278,39.6750777782066,684
685,-104.9033,39.6746000000286,685
686,-104.902099999903,39.6743333334477,686
687,-104.900446152803,39.6737384620109,687
688,-104.899049999964,39.6725500000107,688
689,-104.8979,39.6718,689
690,-104.896758330838,39.6708166675061,690
691,-104.8954,39.6698,691
692,-104.89428999937,39.669150000467,692
693,-104.888915343833,39.6666692531049,693
694,-105.0487,39.7292,694
695,-105.0463,39.73,695
696,-105.03953364151,39.732297557632,696
697,-105.0351,39.734900000286,697
698,-105.03385,39.7349000000965,698
699,-105.0331,39.7348000000286,699
700,-105.0321,39.7348000002574,700
701,-105.0249,39.7366,701
702,-105.0244,39.7367,702
703,-105.023700000048,39.7368333333619,703
704,-105.022537500435,39.7375000001709,704
705,-105.0209,39.7385,705
706,-105.02,39.7386,706
707,-105.018777777602,39.7388444451955,707
708,-104.887292856118,39.7728785718237,708
709,-104.889592856129,39.7741714294631,709
710,-104.891966666419,39.774977777978,710
711,-104.892249999869,39.7764400000536,711
712,-104.8935,39.7766,712
713,-104.894260000052,39.7765600000446,713
714,-104.896483332219,39.7767000011359,714
715,-104.901426156419,39.7797428680863,715
716,-104.9035,39.7839,716
717,-104.9734,39.7165,717
718,-105.0227,39.7469,718
719,-105.0201,39.7608,719
720,-104.9083,39.6857,720
721,-104.9082,39.6821,721
722,-105.0322,39.6533,722
723,-104.934800000145,39.7219500001716,723
724,-104.9488,39.742,724
725,-104.995,39.7696,725
726,-104.8136,39.7738,726
727,-104.8123,39.7748,727
728,-104.8099,39.775,728
729,-104.9317,39.7717,729
730,-104.9125,39.6381,730
731,-104.904,39.6387,731
732,-104.9431,39.7468,732
733,-105.0607,39.6628,733
734,-104.9176,39.7584,734
735,-104.9176,39.7619,735
736,-104.9176,39.7738,736
737,-105.0397,39.7181,737
738,-105.0133,39.7026,738
739,-105.0139,39.7026,739
740,-104.9316,39.7091,740
741,-104.9921,39.6876,741
742,-104.9804,39.7147,742
743,-104.9541,39.7777,743
744,-104.9541,39.7801,744
745,-105.039450000036,39.7329500000107,745
746,-105.0393,39.7366,746
747,-104.9048,39.7618,747
748,-104.901949999946,39.7609750000536,748
749,-104.95,39.7038,749
750,-104.95,39.6893,750
751,-105.0418,39.6677,751
752,-105.0413,39.6541,752
753,-104.8988,39.7652,753
754,-104.999,39.7467,754
755,-104.9769,39.6966,755
756,-104.9769,39.6984,756
757,-104.998,39.746,757
758,-104.992,39.7507,758
759,-104.986,39.7553,759
760,-104.9781,39.7495,760
761,-104.9709,39.7495,761
762,-104.9598,39.7495,762
763,-105.0428,39.7488,763
764,-105.0028,39.7289,764
765,-105.0028,39.7369,765
766,-105.0028,39.7385,766
767,-105.0028,39.7401,767
768,-104.9549,39.7619,768
769,-104.9536,39.7619,769
770,-104.9512,39.7619,770
771,-104.9406,39.7619,771
772,-104.9356,39.7619,772
773,-104.935,39.7619,773
774,-104.9294,39.7619,774
775,-104.9258,39.7619,775
776,-104.9223,39.7619,776
777,-104.9199,39.7619,777
778,-104.9152,39.7619,778
779,-104.9126,39.7619,779
780,-104.9106,39.7619,780
781,-104.9082,39.7619,781
782,-104.9739,39.6893,782
783,-104.8978,39.6491,783
784,-104.8927,39.6387,784
785,-104.8988,39.7299,785
786,-104.8923,39.7284,786
787,-104.8761,39.6699,787
788,-104.877311103471,39.6716500022054,788
789,-104.879033333108,39.6733333334,789
790,-104.881487499579,39.6751250001548,790
791,-104.883455551376,39.6768833345684,791
792,-104.88455999971,39.6788000000446,792
793,-104.885066666506,39.6796333333715,793
794,-104.885849999964,39.6808500000107,794
795,-104.888885423678,39.6836418317603,795
796,-104.896108331748,39.6933666668272,796
797,-104.897374999085,39.6958250002332,797
798,-105.002958527678,39.7610993044901,798
799,-104.998049999891,39.7674500000536,799
800,-104.998750000218,39.7672000000965,800
801,-104.9994,39.7672,801
802,-104.9428,39.7711,802
803,-104.9836,39.7462,803
804,-104.9775,39.7462,804
805,-104.9709,39.7693,805
806,-104.9508,39.6765,806
807,-104.8847,39.7356,807
808,-104.9899,39.7416,808
809,-104.9887,39.7425,809
810,-104.98375,39.7476000000965,810
811,-104.9852,39.6677,811
812,-104.9317,39.6893,812
813,-104.9317,39.6821,813
814,-104.934450000072,39.7187000000107,814
815,-104.9344,39.7197,815
816,-104.881999999009,39.7857818189308,816
817,-104.8831,39.7858,817
818,-104.883,39.7843,818
819,-105.0321,39.7329,819
820,-105.0323,39.7385,820
821,-105.0532,39.7802,821
822,-104.9038,39.6285,822
823,-105.0533,39.7184,823
824,-104.82,39.7983,824
825,-104.8398,39.7793,825
826,-104.972966666667,39.762000000267,826
827,-104.958,39.7607,827
828,-105.0162,39.7514,828
829,-105.0187,39.7275,829
830,-104.9444,39.7038,830
831,-105.02775,39.7512000000107,831
832,-104.9998,39.7473,832
833,-105.0463,39.7531,833
834,-104.9523,39.7351,834
835,-104.898925000145,39.7618000000402,835
836,-104.9687,39.6875,836
837,-104.8788,39.708,837
838,-104.920303564459,39.6959035751827,838
839,-104.893,39.7134,839
840,-104.8927,39.7125,840
841,-104.9499,39.7711,841
842,-105.0424,39.7011,842
843,-105.0424,39.7004,843
844,-104.8988,39.7356,844
845,-105.05,39.6839,845
846,-104.9921,39.7184,846
847,-104.9964,39.7184,847
848,-104.9832,39.7183,848
849,-104.9775,39.7183,849
850,-104.9746,39.7183,850
851,-104.9709,39.7582,851
852,-104.9684,39.7582,852
853,-104.933350000109,39.7095500000107,853
854,-104.9335,39.7053,854
855,-104.9342,39.7038,855
856,-104.9753,39.74,856
857,-104.9061,39.6387,857
858,-105.0487,39.7355,858
859,-104.9709,39.7532,859
860,-105.0236,39.7585,860
