,0,1,2,3
756,864.0,1008.0,162.93,1.0
757,867.0,1051.0,453.05,0.0
758,867.0,1052.0,152.3,0.0
759,868.0,869.0,1662.13,0.0
760,870.0,871.0,79.69,3.0
761,872.0,873.0,391.97,0.0
762,874.0,1093.0,919.99,2.0
763,878.0,879.0,77.28,0.0
764,879.0,880.0,67.13,0.0
765,879.0,881.0,502.11,0.0
766,883.0,884.0,3601.47,6.0
767,885.0,886.0,5141.02,6.0
768,887.0,888.0,2077.07,5.0
769,889.0,890.0,652.11,5.0
770,891.0,892.0,947.92,5.0
771,893.0,894.0,553.78,5.0
772,895.0,896.0,724.11,5.0
773,897.0,898.0,345.36,5.0
774,898.0,901.0,772.56,5.0
775,899.0,900.0,73.92,5.0
776,902.0,903.0,2357.81,5.0
777,909.0,910.0,967.6,4.0
778,911.0,912.0,272.97,4.0
779,915.0,916.0,531.55,4.0
780,918.0,919.0,2884.21,4.0
781,918.0,935.0,2619.04,4.0
782,924.0,925.0,1452.42,4.0
783,926.0,927.0,1718.69,4.0
784,939.0,1013.0,644.27,4.0
785,941.0,942.0,3206.91,0.0
786,943.0,944.0,3818.59,6.0
787,946.0,947.0,1488.78,0.0
788,948.0,1000.0,4926.36,1.0
789,949.0,950.0,4730.55,4.0
790,949.0,985.0,304.92,5.0
791,951.0,952.0,465.62,4.0
792,951.0,1022.0,27151.02,4.0
793,953.0,954.0,886.17,0.0
794,955.0,956.0,2295.43,0.0
795,958.0,970.0,1591.37,1.0
796,958.0,974.0,866.4,1.0
797,959.0,960.0,5824.65,6.0
798,962.0,963.0,1466.25,0.0
799,964.0,965.0,3889.19,1.0
800,966.0,967.0,305.65,0.0
801,968.0,969.0,488.54,0.0
802,971.0,972.0,840.68,6.0
803,973.0,974.0,3015.81,0.0
804,975.0,976.0,3022.91,0.0
805,977.0,978.0,1710.29,6.0
806,977.0,990.0,3456.12,6.0
807,979.0,980.0,26645.76,4.0
808,980.0,1034.0,717.92,4.0
809,982.0,1013.0,716.78,4.0
810,983.0,1072.0,1954.55,1.0
811,986.0,987.0,1595.66,0.0
812,988.0,989.0,135.19,0.0
813,991.0,992.0,429.79,0.0
814,992.0,993.0,423.81,0.0
815,992.0,994.0,555.98,0.0
816,992.0,994.0,550.08,0.0
817,994.0,995.0,745.46,0.0
818,994.0,995.0,754.62,0.0
819,995.0,995.0,1021.64,0.0
820,996.0,997.0,382.68,0.0
821,997.0,1077.0,2492.68,6.0
822,998.0,999.0,9176.59,6.0
823,1001.0,1002.0,1243.45,1.0
824,1002.0,1009.0,3704.67,0.0
825,1003.0,1004.0,1189.86,0.0
826,1003.0,1020.0,622.01,0.0
827,1003.0,1021.0,311.76,0.0
828,1005.0,1006.0,428.08,6.0
829,1007.0,1008.0,163.04,1.0
830,1007.0,1010.0,814.41,3.0
831,1008.0,1042.0,2081.67,0.0
832,1010.0,1073.0,55.06,1.0
833,1011.0,1012.0,1996.21,6.0
834,1014.0,1015.0,691.87,0.0
835,1016.0,1017.0,2029.08,0.0
836,1018.0,1019.0,0.22,6.0
837,1024.0,1025.0,1842.53,5.0
838,1026.0,1027.0,2923.12,6.0
839,1027.0,1079.0,1084.58,6.0
840,1028.0,1029.0,1975.74,0.0
841,1030.0,1031.0,0.58,6.0
842,1032.0,1033.0,28657.37,6.0
843,1036.0,1037.0,803.72,0.0
844,1038.0,1039.0,900.72,0.0
845,1043.0,1044.0,630.6,1.0
846,1046.0,1047.0,727.1,0.0
847,1049.0,1050.0,3708.84,1.0
848,1053.0,1053.0,1473.65,1.0
849,1053.0,1054.0,681.47,1.0
850,1053.0,1054.0,684.46,1.0
851,1054.0,1054.0,3541.14,1.0
852,1055.0,1056.0,3350.14,1.0
853,1057.0,1058.0,3333.95,1.0
854,1059.0,1060.0,91.0,0.0
855,1061.0,1062.0,412.05,0.0
856,1063.0,1064.0,922.6,3.0
857,1063.0,1064.0,918.63,3.0
858,1063.0,1066.0,885.81,3.0
859,1063.0,1066.0,877.65,3.0
860,1064.0,1065.0,720.94,3.0
861,1064.0,1065.0,728.49,3.0
862,1065.0,1065.0,669.29,3.0
863,1066.0,1069.0,782.87,3.0
864,1066.0,1069.0,795.02,3.0
865,1067.0,1068.0,340.44,3.0
866,1067.0,1068.0,338.21,3.0
867,1067.0,1067.0,1253.6,3.0
868,1068.0,1069.0,503.9,3.0
869,1068.0,1069.0,502.63,3.0
870,1070.0,1071.0,2209.47,3.0
871,1070.0,1100.0,322.92,3.0
872,1074.0,1075.0,848.72,4.0
873,1074.0,1076.0,755.55,2.0
874,1077.0,1078.0,931.5,5.0
875,1079.0,1080.0,1504.43,6.0
876,1082.0,1083.0,1045.61,2.0
877,1086.0,1087.0,453.05,1.0
878,1088.0,1089.0,522.43,1.0
879,1090.0,1091.0,1656.07,0.0
880,1094.0,1095.0,302.63,1.0
881,1095.0,1108.0,2477.18,0.0
882,1098.0,1099.0,443.12,0.0
883,1101.0,1102.0,3036.2,4.0
884,1102.0,1111.0,3749.59,1.0
885,1103.0,1104.0,1239.18,0.0
886,1105.0,1106.0,1242.23,1.0
887,1106.0,1107.0,622.25,2.0
888,1109.0,1110.0,615.06,0.0
889,1110.0,1112.0,468.6,2.0
890,1113.0,1113.0,568.98,1.0
891,1113.0,1114.0,1919.15,1.0
